cap_mw,mw_bought,mw_bought_per_pbat,feasible,revenue_eur,loss_frac,loss_eur_mw_y,peak_grid_mw,zone,duration_h,profile,peak_per_pbat,ceiling_eur,hours
4.2,0.7999999999999998,0.7999999999999998,False,,,,,BG,2.0,flat,5.0,104401.02371697694,8760
4.1,0.9000000000000004,0.9000000000000004,False,,,,,BG,2.0,flat,5.0,104401.02371697694,8760
4.0,1.0,1.0,False,,,,,BG,2.0,flat,5.0,104401.02371697694,8760
5.9999881075537305,-1.0,-1.0,True,104401.02371697694,0.0,0.0,5.9842051638177995,BG,2.0,cooling,5.0,104401.02371697694,8760
5.7499881075537305,-0.75,-0.75,True,104302.19349968329,0.0009466403084474,98.83021729366736,5.7499881075537305,BG,2.0,cooling,5.0,104401.02371697694,8760
5.4999881075537305,-0.5,-0.5,True,103962.05806160044,0.0042046106421955,438.96565537650895,5.4999881075537305,BG,2.0,cooling,5.0,104401.02371697694,8760
5.2499881075537305,-0.25,-0.25,True,102929.0794696482,0.0140989445785424,1471.944247328749,5.2499881075537305,BG,2.0,cooling,5.0,104401.02371697694,8760
4.9999881075537305,0.0,0.0,True,99368.714751913,0.048201720499467,5032.308965063945,4.9999881075537305,BG,2.0,cooling,5.0,104401.02371697694,8760
4.899988107553731,0.0999999999999996,0.0999999999999996,True,93806.50606503492,0.1014790590623222,10594.517651942006,4.899988107553731,BG,2.0,cooling,5.0,104401.02371697694,8760
4.79998810755373,0.2000000000000001,0.2000000000000001,True,83009.85118504862,0.2048942794844437,21391.17253192831,4.79998810755373,BG,2.0,cooling,5.0,104401.02371697694,8760
4.699988107553731,0.2999999999999998,0.2999999999999998,True,66903.06602768521,0.3591723179932198,37497.957689291725,4.699988107553731,BG,2.0,cooling,5.0,104401.02371697694,8760
4.59998810755373,0.4000000000000003,0.4000000000000003,False,,,,,BG,2.0,cooling,5.0,104401.02371697694,8760
4.4999881075537305,0.5,0.5,False,,,,,BG,2.0,cooling,5.0,104401.02371697694,8760
4.399988107553731,0.5999999999999996,0.5999999999999996,False,,,,,BG,2.0,cooling,5.0,104401.02371697694,8760
4.29998810755373,0.7000000000000002,0.7000000000000002,False,,,,,BG,2.0,cooling,5.0,104401.02371697694,8760
4.199988107553731,0.7999999999999998,0.7999999999999998,False,,,,,BG,2.0,cooling,5.0,104401.02371697694,8760
4.09998810755373,0.9000000000000004,0.9000000000000004,False,,,,,BG,2.0,cooling,5.0,104401.02371697694,8760
3.9999881075537305,1.0,1.0,False,,,,,BG,2.0,cooling,5.0,104401.02371697694,8760
6.0,-1.0,-1.0,True,174809.73434786356,0.0,0.0,6.0,BG,4.0,flat,5.0,174809.73434786356,8760
5.75,-0.75,-0.75,True,168617.9086674319,0.0354203712026138,6191.825680431648,5.75,BG,4.0,flat,5.0,174809.73434786356,8760
5.5,-0.5,-0.5,True,151740.62466772398,0.1319669626305425,23069.109680139576,5.5,BG,4.0,flat,5.0,174809.73434786356,8760
5.25,-0.25,-0.25,True,103305.5666709123,0.4090399653297405,71504.16767695126,5.25,BG,4.0,flat,5.0,174809.73434786356,8760
5.0,0.0,0.0,True,0.0,1.0,174809.73434786356,5.0,BG,4.0,flat,5.0,174809.73434786356,8760
4.9,0.0999999999999996,0.0999999999999996,False,,,,,BG,4.0,flat,5.0,174809.73434786356,8760
4.8,0.2000000000000001,0.2000000000000001,False,,,,,BG,4.0,flat,5.0,174809.73434786356,8760
4.7,0.2999999999999998,0.2999999999999998,False,,,,,BG,4.0,flat,5.0,174809.73434786356,8760
4.6,0.4000000000000003,0.4000000000000003,False,,,,,BG,4.0,flat,5.0,174809.73434786356,8760
4.5,0.5,0.5,False,,,,,BG,4.0,flat,5.0,174809.73434786356,8760
4.4,0.5999999999999996,0.5999999999999996,False,,,,,BG,4.0,flat,5.0,174809.73434786356,8760
4.3,0.7000000000000002,0.7000000000000002,False,,,,,BG,4.0,flat,5.0,174809.73434786356,8760
4.2,0.7999999999999998,0.7999999999999998,False,,,,,BG,4.0,flat,5.0,174809.73434786356,8760
4.1,0.9000000000000004,0.9000000000000004,False,,,,,BG,4.0,flat,5.0,174809.73434786356,8760
4.0,1.0,1.0,False,,,,,BG,4.0,flat,5.0,174809.73434786356,8760
5.9999881075537305,-1.0,-1.0,True,174809.73434786356,0.0,0.0,5.993723104286604,BG,4.0,cooling,5.0,174809.73434786356,8760
5.7499881075537305,-0.75,-0.75,True,174545.51022219905,0.0015114954933729,264.2241256645066,5.7499881075537305,BG,4.0,cooling,5.0,174809.73434786356,8760
5.4999881075537305,-0.5,-0.5,True,173258.83401405864,0.0088719334743607,1550.9003338049224,5.4999881075537305,BG,4.0,cooling,5.0,174809.73434786356,8760
5.2499881075537305,-0.25,-0.25,True,168235.11212883028,0.0376101608046041,6574.622219033277,5.2499881075537305,BG,4.0,cooling,5.0,174809.73434786356,8760
4.9999881075537305,0.0,0.0,True,149725.0328324247,0.1434971662706232,25084.70151543885,4.9999881075537305,BG,4.0,cooling,5.0,174809.73434786356,8760
4.899988107553731,0.0999999999999996,0.0999999999999996,True,136431.0604072617,0.2195454050872819,38378.673940601846,4.899988107553731,BG,4.0,cooling,5.0,174809.73434786356,8760
4.79998810755373,0.2000000000000001,0.2000000000000001,True,119828.85699500985,0.3145183965753545,54980.87735285373,4.79998810755373,BG,4.0,cooling,5.0,174809.73434786356,8760
4.699988107553731,0.2999999999999998,0.2999999999999998,True,99547.58384051024,0.4305375257740796,75262.15050735333,4.699988107553731,BG,4.0,cooling,5.0,174809.73434786356,8760
4.59998810755373,0.4000000000000003,0.4000000000000003,True,74486.32226636578,0.5739006037378827,100323.41208149778,4.59998810755373,BG,4.0,cooling,5.0,174809.73434786356,8760
4.4999881075537305,0.5,0.5,False,,,,,BG,4.0,cooling,5.0,174809.73434786356,8760
4.399988107553731,0.5999999999999996,0.5999999999999996,False,,,,,BG,4.0,cooling,5.0,174809.73434786356,8760
4.29998810755373,0.7000000000000002,0.7000000000000002,False,,,,,BG,4.0,cooling,5.0,174809.73434786356,8760
4.199988107553731,0.7999999999999998,0.7999999999999998,False,,,,,BG,4.0,cooling,5.0,174809.73434786356,8760
4.09998810755373,0.9000000000000004,0.9000000000000004,False,,,,,BG,4.0,cooling,5.0,174809.73434786356,8760
3.9999881075537305,1.0,1.0,False,,,,,BG,4.0,cooling,5.0,174809.73434786356,8760
6.0,-1.0,-1.0,True,107456.06961320988,0.0,0.0,6.0,GR,2.0,flat,5.0,107456.06961320988,8760
5.75,-0.75,-0.75,True,105769.22899677028,0.0156979556623596,1686.8406164396,5.75,GR,2.0,flat,5.0,107456.06961320988,8760
5.5,-0.5,-0.5,True,102062.99819942383,0.0501886159916187,5393.071413786034,5.5,GR,2.0,flat,5.0,107456.06961320988,8760
5.25,-0.25,-0.25,True,87998.81062129127,0.1810717538986431,19457.2589919186,5.25,GR,2.0,flat,5.0,107456.06961320988,8760
5.0,0.0,0.0,True,0.0,1.0,107456.06961320988,5.0,GR,2.0,flat,5.0,107456.06961320988,8760
4.9,0.0999999999999996,0.0999999999999996,False,,,,,GR,2.0,flat,5.0,107456.06961320988,8760
4.8,0.2000000000000001,0.2000000000000001,False,,,,,GR,2.0,flat,5.0,107456.06961320988,8760
4.7,0.2999999999999998,0.2999999999999998,False,,,,,GR,2.0,flat,5.0,107456.06961320988,8760
4.6,0.4000000000000003,0.4000000000000003,False,,,,,GR,2.0,flat,5.0,107456.06961320988,8760
4.5,0.5,0.5,False,,,,,GR,2.0,flat,5.0,107456.06961320988,8760
4.4,0.5999999999999996,0.5999999999999996,False,,,,,GR,2.0,flat,5.0,107456.06961320988,8760
4.3,0.7000000000000002,0.7000000000000002,False,,,,,GR,2.0,flat,5.0,107456.06961320988,8760
4.2,0.7999999999999998,0.7999999999999998,False,,,,,GR,2.0,flat,5.0,107456.06961320988,8760
4.1,0.9000000000000004,0.9000000000000004,False,,,,,GR,2.0,flat,5.0,107456.06961320988,8760
4.0,1.0,1.0,False,,,,,GR,2.0,flat,5.0,107456.06961320988,8760
5.9999881075537305,-1.0,-1.0,True,107456.06961320988,0.0,0.0,5.981346519642999,GR,2.0,cooling,5.0,107456.06961320988,8760
5.7499881075537305,-0.75,-0.75,True,107394.01395028,0.000577497978041,62.05566292986623,5.7499881075537305,GR,2.0,cooling,5.0,107456.06961320988,8760
5.4999881075537305,-0.5,-0.5,True,107157.0852837508,0.0027823866118988,298.98432945906825,5.4999881075537305,GR,2.0,cooling,5.0,107456.06961320988,8760
5.2499881075537305,-0.25,-0.25,True,106328.04066249017,0.0104975824518808,1128.0289507197158,5.2499881075537305,GR,2.0,cooling,5.0,107456.06961320988,8760
4.9999881075537305,0.0,0.0,True,103382.32304848304,0.0379108093138932,4073.74656472684,4.9999881075537305,GR,2.0,cooling,5.0,107456.06961320988,8760
4.899988107553731,0.0999999999999996,0.0999999999999996,True,98141.17605171035,0.086685597147082,9314.893561499512,4.899988107553731,GR,2.0,cooling,5.0,107456.06961320988,8760
4.79998810755373,0.2000000000000001,0.2000000000000001,True,87163.17281165281,0.188848306797389,20292.896801557057,4.79998810755373,GR,2.0,cooling,5.0,107456.06961320988,8760
4.699988107553731,0.2999999999999998,0.2999999999999998,True,70374.40565591388,0.3450867325668258,37081.66395729598,4.699988107553731,GR,2.0,cooling,5.0,107456.06961320988,8760
4.59998810755373,0.4000000000000003,0.4000000000000003,False,,,,,GR,2.0,cooling,5.0,107456.06961320988,8760
4.4999881075537305,0.5,0.5,False,,,,,GR,2.0,cooling,5.0,107456.06961320988,8760
4.399988107553731,0.5999999999999996,0.5999999999999996,False,,,,,GR,2.0,cooling,5.0,107456.06961320988,8760
4.29998810755373,0.7000000000000002,0.7000000000000002,False,,,,,GR,2.0,cooling,5.0,107456.06961320988,8760
4.199988107553731,0.7999999999999998,0.7999999999999998,False,,,,,GR,2.0,cooling,5.0,107456.06961320988,8760
4.09998810755373,0.9000000000000004,0.9000000000000004,False,,,,,GR,2.0,cooling,5.0,107456.06961320988,8760
3.9999881075537305,1.0,1.0,False,,,,,GR,2.0,cooling,5.0,107456.06961320988,8760
6.0,-1.0,-1.0,True,181456.5355131597,0.0,0.0,6.0,GR,4.0,flat,5.0,181456.5355131597,8760
5.75,-0.75,-0.75,True,174923.5675606757,0.0360029355460179,6532.967952484003,5.75,GR,4.0,flat,5.0,181456.5355131597,8760
5.5,-0.5,-0.5,True,157219.9852091964,0.1335666981375031,24236.550303963304,5.5,GR,4.0,flat,5.0,181456.5355131597,8760
5.25,-0.25,-0.25,True,105152.1365175826,0.4205106130776056,76304.39899557711,5.25,GR,4.0,flat,5.0,181456.5355131597,8760
5.0,0.0,0.0,True,0.0,1.0,181456.5355131597,5.0,GR,4.0,flat,5.0,181456.5355131597,8760
4.9,0.0999999999999996,0.0999999999999996,False,,,,,GR,4.0,flat,5.0,181456.5355131597,8760
4.8,0.2000000000000001,0.2000000000000001,False,,,,,GR,4.0,flat,5.0,181456.5355131597,8760
4.7,0.2999999999999998,0.2999999999999998,False,,,,,GR,4.0,flat,5.0,181456.5355131597,8760
4.6,0.4000000000000003,0.4000000000000003,False,,,,,GR,4.0,flat,5.0,181456.5355131597,8760
4.5,0.5,0.5,False,,,,,GR,4.0,flat,5.0,181456.5355131597,8760
4.4,0.5999999999999996,0.5999999999999996,False,,,,,GR,4.0,flat,5.0,181456.5355131597,8760
4.3,0.7000000000000002,0.7000000000000002,False,,,,,GR,4.0,flat,5.0,181456.5355131597,8760
4.2,0.7999999999999998,0.7999999999999998,False,,,,,GR,4.0,flat,5.0,181456.5355131597,8760
4.1,0.9000000000000004,0.9000000000000004,False,,,,,GR,4.0,flat,5.0,181456.5355131597,8760
4.0,1.0,1.0,False,,,,,GR,4.0,flat,5.0,181456.5355131597,8760
5.9999881075537305,-1.0,-1.0,True,181456.5355131597,0.0,0.0,5.993723104286604,GR,4.0,cooling,5.0,181456.5355131597,8760
5.7499881075537305,-0.75,-0.75,True,181292.734422908,0.0009027015190632,163.8010902516835,5.7499881075537305,GR,4.0,cooling,5.0,181456.5355131597,8760
5.4999881075537305,-0.5,-0.5,True,180392.09734983573,0.0058660778478644,1064.4381633239682,5.4999881075537305,GR,4.0,cooling,5.0,181456.5355131597,8760
5.2499881075537305,-0.25,-0.25,True,176336.8023100204,0.0282146531050021,5119.733203139302,5.2499881075537305,GR,4.0,cooling,5.0,181456.5355131597,8760
4.9999881075537305,0.0,0.0,True,156668.74162434324,0.1366045803680562,24787.793888816464,4.9999881075537305,GR,4.0,cooling,5.0,181456.5355131597,8760
4.899988107553731,0.0999999999999996,0.0999999999999996,True,141872.58107889,0.2181456530200256,39583.95443426969,4.899988107553731,GR,4.0,cooling,5.0,181456.5355131597,8760
4.79998810755373,0.2000000000000001,0.2000000000000001,True,123286.02269720157,0.3205754626112073,58170.512815958136,4.79998810755373,GR,4.0,cooling,5.0,181456.5355131597,8760
4.699988107553731,0.2999999999999998,0.2999999999999998,True,100926.63042696111,0.4437972149003051,80529.90508619857,4.699988107553731,GR,4.0,cooling,5.0,181456.5355131597,8760
4.59998810755373,0.4000000000000003,0.4000000000000003,True,73925.98723609708,0.5925967228072875,107530.54827706264,4.59998810755373,GR,4.0,cooling,5.0,181456.5355131597,8760
4.4999881075537305,0.5,0.5,False,,,,,GR,4.0,cooling,5.0,181456.5355131597,8760
4.399988107553731,0.5999999999999996,0.5999999999999996,False,,,,,GR,4.0,cooling,5.0,181456.5355131597,8760
4.29998810755373,0.7000000000000002,0.7000000000000002,False,,,,,GR,4.0,cooling,5.0,181456.5355131597,8760
4.199988107553731,0.7999999999999998,0.7999999999999998,False,,,,,GR,4.0,cooling,5.0,181456.5355131597,8760
4.09998810755373,0.9000000000000004,0.9000000000000004,False,,,,,GR,4.0,cooling,5.0,181456.5355131597,8760
3.9999881075537305,1.0,1.0,False,,,,,GR,4.0,cooling,5.0,181456.5355131597,8760
6.0,-1.0,-1.0,True,34836.57681919776,0.0,0.0,6.0,IT-North,2.0,flat,5.0,34836.57681919776,7296
5.75,-0.75,-0.75,True,33723.85314757207,0.0319412460472434,1336.000460997957,5.75,IT-North,2.0,flat,5.0,34836.57681919776,7296
5.5,-0.5,-0.5,True,31330.27391960089,0.1006500414146494,4209.870257739663,5.5,IT-North,2.0,flat,5.0,34836.57681919776,7296
5.25,-0.25,-0.25,True,23827.89209565044,0.3160093708599018,13217.66422399596,5.25,IT-North,2.0,flat,5.0,34836.57681919776,7296
5.0,0.0,0.0,True,0.0,1.0,41826.81098357626,5.0,IT-North,2.0,flat,5.0,34836.57681919776,7296
4.9,0.0999999999999996,0.0999999999999996,False,,,,,IT-North,2.0,flat,5.0,34836.57681919776,7296
4.8,0.2000000000000001,0.2000000000000001,False,,,,,IT-North,2.0,flat,5.0,34836.57681919776,7296
4.7,0.2999999999999998,0.2999999999999998,False,,,,,IT-North,2.0,flat,5.0,34836.57681919776,7296
4.6,0.4000000000000003,0.4000000000000003,False,,,,,IT-North,2.0,flat,5.0,34836.57681919776,7296
4.5,0.5,0.5,False,,,,,IT-North,2.0,flat,5.0,34836.57681919776,7296
4.4,0.5999999999999996,0.5999999999999996,False,,,,,IT-North,2.0,flat,5.0,34836.57681919776,7296
4.3,0.7000000000000002,0.7000000000000002,False,,,,,IT-North,2.0,flat,5.0,34836.57681919776,7296
4.2,0.7999999999999998,0.7999999999999998,False,,,,,IT-North,2.0,flat,5.0,34836.57681919776,7296
4.1,0.9000000000000004,0.9000000000000004,False,,,,,IT-North,2.0,flat,5.0,34836.57681919776,7296
4.0,1.0,1.0,False,,,,,IT-North,2.0,flat,5.0,34836.57681919776,7296
5.9999881075537305,-1.0,-1.0,True,34836.57681919776,0.0,0.0,5.999828282956937,IT-North,2.0,cooling,5.0,34836.57681919776,7296
5.7499881075537305,-0.75,-0.75,True,34757.63149923508,0.0022661618095373,94.78632166571838,5.7499881075537305,IT-North,2.0,cooling,5.0,34836.57681919776,7296
5.4999881075537305,-0.5,-0.5,True,34381.23546982956,0.0130707833818296,546.7091859190582,5.4999881075537305,IT-North,2.0,cooling,5.0,34836.57681919776,7296
5.2499881075537305,-0.25,-0.25,True,33271.81695887395,0.044917153268099,1878.7412796651065,5.2499881075537305,IT-North,2.0,cooling,5.0,34836.57681919776,7296
4.9999881075537305,0.0,0.0,True,30138.47799845877,0.1348610928427952,5640.809439374124,4.9999881075537305,IT-North,2.0,cooling,5.0,34836.57681919776,7296
4.899988107553731,0.0999999999999996,0.0999999999999996,True,27122.298609701047,0.2214419128932762,9262.20903442862,4.899988107553731,IT-North,2.0,cooling,5.0,34836.57681919776,7296
4.79998810755373,0.2000000000000001,0.2000000000000001,True,22527.19674510026,0.3533464306204174,14779.35436528154,4.79998810755373,IT-North,2.0,cooling,5.0,34836.57681919776,7296
4.699988107553731,0.2999999999999998,0.2999999999999998,True,16431.150169741162,0.5283362583235711,22098.62081266993,4.699988107553731,IT-North,2.0,cooling,5.0,34836.57681919776,7296
4.59998810755373,0.4000000000000003,0.4000000000000003,False,,,,,IT-North,2.0,cooling,5.0,34836.57681919776,7296
4.4999881075537305,0.5,0.5,False,,,,,IT-North,2.0,cooling,5.0,34836.57681919776,7296
4.399988107553731,0.5999999999999996,0.5999999999999996,False,,,,,IT-North,2.0,cooling,5.0,34836.57681919776,7296
4.29998810755373,0.7000000000000002,0.7000000000000002,False,,,,,IT-North,2.0,cooling,5.0,34836.57681919776,7296
4.199988107553731,0.7999999999999998,0.7999999999999998,False,,,,,IT-North,2.0,cooling,5.0,34836.57681919776,7296
4.09998810755373,0.9000000000000004,0.9000000000000004,False,,,,,IT-North,2.0,cooling,5.0,34836.57681919776,7296
3.9999881075537305,1.0,1.0,False,,,,,IT-North,2.0,cooling,5.0,34836.57681919776,7296
6.0,-1.0,-1.0,True,56023.41583376012,0.0,0.0,6.0,IT-North,4.0,flat,5.0,56023.41583376012,7296
5.75,-0.75,-0.75,True,51629.40053987806,0.0784317633705261,5275.709152193922,5.75,IT-North,4.0,flat,5.0,56023.41583376012,7296
5.5,-0.5,-0.5,True,42705.694139056744,0.2377170598490715,15990.02769265372,5.5,IT-North,4.0,flat,5.0,56023.41583376012,7296
5.25,-0.25,-0.25,True,27432.96767144516,0.510330327717828,34327.34730014789,5.25,IT-North,4.0,flat,5.0,56023.41583376012,7296
5.0,0.0,0.0,True,0.0,1.0,67264.95651092909,5.0,IT-North,4.0,flat,5.0,56023.41583376012,7296
4.9,0.0999999999999996,0.0999999999999996,False,,,,,IT-North,4.0,flat,5.0,56023.41583376012,7296
4.8,0.2000000000000001,0.2000000000000001,False,,,,,IT-North,4.0,flat,5.0,56023.41583376012,7296
4.7,0.2999999999999998,0.2999999999999998,False,,,,,IT-North,4.0,flat,5.0,56023.41583376012,7296
4.6,0.4000000000000003,0.4000000000000003,False,,,,,IT-North,4.0,flat,5.0,56023.41583376012,7296
4.5,0.5,0.5,False,,,,,IT-North,4.0,flat,5.0,56023.41583376012,7296
4.4,0.5999999999999996,0.5999999999999996,False,,,,,IT-North,4.0,flat,5.0,56023.41583376012,7296
4.3,0.7000000000000002,0.7000000000000002,False,,,,,IT-North,4.0,flat,5.0,56023.41583376012,7296
4.2,0.7999999999999998,0.7999999999999998,False,,,,,IT-North,4.0,flat,5.0,56023.41583376012,7296
4.1,0.9000000000000004,0.9000000000000004,False,,,,,IT-North,4.0,flat,5.0,56023.41583376012,7296
4.0,1.0,1.0,False,,,,,IT-North,4.0,flat,5.0,56023.41583376012,7296
5.9999881075537305,-1.0,-1.0,True,56023.41583376012,0.0,0.0,5.999828282956937,IT-North,4.0,cooling,5.0,56023.41583376012,7296
5.7499881075537305,-0.75,-0.75,True,55755.85904503943,0.0047758028449141,321.244170667928,5.7499881075537305,IT-North,4.0,cooling,5.0,56023.41583376012,7296
5.4999881075537305,-0.5,-0.5,True,54307.54731646693,0.0306277025732372,2060.1710816184736,5.4999881075537305,IT-North,4.0,cooling,5.0,56023.41583376012,7296
5.2499881075537305,-0.25,-0.25,True,50103.33516410591,0.1056715407575473,7107.991593499293,5.2499881075537305,IT-North,4.0,cooling,5.0,56023.41583376012,7296
4.9999881075537305,0.0,0.0,True,41679.59798278848,0.2560325470609371,17222.01814343634,4.9999881075537305,IT-North,4.0,cooling,5.0,56023.41583376012,7296
4.899988107553731,0.0999999999999996,0.0999999999999996,True,36792.19287972063,0.3432711602431535,23090.11966521189,4.899988107553731,IT-North,4.0,cooling,5.0,56023.41583376012,7296
4.79998810755373,0.2000000000000001,0.2000000000000001,True,30884.245023710377,0.4487261341694323,30183.543900224195,4.79998810755373,IT-North,4.0,cooling,5.0,56023.41583376012,7296
4.699988107553731,0.2999999999999998,0.2999999999999998,True,23829.71095010807,0.5746473042483048,38653.625929384856,4.699988107553731,IT-North,4.0,cooling,5.0,56023.41583376012,7296
4.59998810755373,0.4000000000000003,0.4000000000000003,True,15106.429454614929,0.7303550804641997,49127.30272496051,4.59998810755373,IT-North,4.0,cooling,5.0,56023.41583376012,7296
4.4999881075537305,0.5,0.5,False,,,,,IT-North,4.0,cooling,5.0,56023.41583376012,7296
4.399988107553731,0.5999999999999996,0.5999999999999996,False,,,,,IT-North,4.0,cooling,5.0,56023.41583376012,7296
4.29998810755373,0.7000000000000002,0.7000000000000002,False,,,,,IT-North,4.0,cooling,5.0,56023.41583376012,7296
4.199988107553731,0.7999999999999998,0.7999999999999998,False,,,,,IT-North,4.0,cooling,5.0,56023.41583376012,7296
4.09998810755373,0.9000000000000004,0.9000000000000004,False,,,,,IT-North,4.0,cooling,5.0,56023.41583376012,7296
3.9999881075537305,1.0,1.0,False,,,,,IT-North,4.0,cooling,5.0,56023.41583376012,7296
6.0,-1.0,-1.0,True,35673.208692159285,0.0,0.0,6.0,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
5.75,-0.75,-0.75,True,34558.21623928361,0.0312557376741033,1338.7244911171751,5.75,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
5.5,-0.5,-0.5,True,32126.74251798421,0.0994153961528715,4258.092610440468,5.5,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
5.25,-0.25,-0.25,True,24548.393405007024,0.3118535084172962,13357.097302008471,5.25,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
5.0,0.0,0.0,True,0.0,1.0,42831.31964683598,5.0,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
4.9,0.0999999999999996,0.0999999999999996,False,,,,,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
4.8,0.2000000000000001,0.2000000000000001,False,,,,,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
4.7,0.2999999999999998,0.2999999999999998,False,,,,,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
4.6,0.4000000000000003,0.4000000000000003,False,,,,,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
4.5,0.5,0.5,False,,,,,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
4.4,0.5999999999999996,0.5999999999999996,False,,,,,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
4.3,0.7000000000000002,0.7000000000000002,False,,,,,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
4.2,0.7999999999999998,0.7999999999999998,False,,,,,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
4.1,0.9000000000000004,0.9000000000000004,False,,,,,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
4.0,1.0,1.0,False,,,,,IT-Centre-North,2.0,flat,5.0,35673.208692159285,7296
5.9999881075537305,-1.0,-1.0,True,35673.208692159285,0.0,0.0,5.999828282956937,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
5.7499881075537305,-0.75,-0.75,True,35593.932606503826,0.0022222863757384,95.18345810606168,5.7499881075537305,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
5.4999881075537305,-0.5,-0.5,True,35217.094781823675,0.0127858952714803,547.6367673437433,5.4999881075537305,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
5.2499881075537305,-0.25,-0.25,True,34105.363829712725,0.0439502057685985,1882.4453118190604,5.2499881075537305,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
4.9999881075537305,0.0,0.0,True,30965.150421821836,0.1319774262799142,5652.76733116174,4.9999881075537305,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
4.899988107553731,0.0999999999999996,0.0999999999999996,True,27898.713750476545,0.2179365194976564,9334.508729323026,4.899988107553731,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
4.79998810755373,0.2000000000000001,0.2000000000000001,True,23178.114750251865,0.3502654905459555,15002.333186829632,4.79998810755373,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
4.699988107553731,0.2999999999999998,0.2999999999999998,True,16905.030125657635,0.5261141134923129,22534.161765700992,4.699988107553731,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
4.59998810755373,0.4000000000000003,0.4000000000000003,False,,,,,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
4.4999881075537305,0.5,0.5,False,,,,,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
4.399988107553731,0.5999999999999996,0.5999999999999996,False,,,,,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
4.29998810755373,0.7000000000000002,0.7000000000000002,False,,,,,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
4.199988107553731,0.7999999999999998,0.7999999999999998,False,,,,,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
4.09998810755373,0.9000000000000004,0.9000000000000004,False,,,,,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
3.9999881075537305,1.0,1.0,False,,,,,IT-Centre-North,2.0,cooling,5.0,35673.208692159285,7296
6.0,-1.0,-1.0,True,57337.91344806309,0.0,0.0,6.0,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
5.75,-0.75,-0.75,True,52876.52913160632,0.0778086269305546,5356.5963010089545,5.75,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
5.5,-0.5,-0.5,True,43848.90555070636,0.2352546000749595,16195.683824128966,5.5,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
5.25,-0.25,-0.25,True,28328.19633393918,0.5059430204135529,34830.74587715535,5.25,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
5.0,0.0,0.0,True,0.0,1.0,68843.2184491547,5.0,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
4.9,0.0999999999999996,0.0999999999999996,False,,,,,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
4.8,0.2000000000000001,0.2000000000000001,False,,,,,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
4.7,0.2999999999999998,0.2999999999999998,False,,,,,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
4.6,0.4000000000000003,0.4000000000000003,False,,,,,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
4.5,0.5,0.5,False,,,,,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
4.4,0.5999999999999996,0.5999999999999996,False,,,,,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
4.3,0.7000000000000002,0.7000000000000002,False,,,,,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
4.2,0.7999999999999998,0.7999999999999998,False,,,,,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
4.1,0.9000000000000004,0.9000000000000004,False,,,,,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
4.0,1.0,1.0,False,,,,,IT-Centre-North,4.0,flat,5.0,57337.91344806309,7296
5.9999881075537305,-1.0,-1.0,True,57337.91344806309,0.0,0.0,5.999828282956937,IT-Centre-North,4.0,cooling,5.0,57337.91344806309,7296
